Codigo,Nombre,market samaria Vendido,market playa dormida Vendido,market two towers Vendido,principal Vendido,donaciones Vendido,market samaria Inventario,market playa dormida Inventario,market two towers Inventario,principal Inventario,donaciones Inventario,Total vendido,Total inventario,Total en lista,Descuentos,Total Neto,Devoluciones,Total ajustado,Costo,Comision,Ganancia,%,Categoria,SubCategoria,Marca,Unnamed: 26
456,Kola Roman 400 Ml,74,57,15,0,0,66 inv,43 inv,11 inv,-2 inv,29 inv,146,147,"$279,731",4790,274941,0,274941,242309,0,32632,11.9%,3. Aguas Y Bebidas Sin Alcohol,,COCA COLA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
800,DORITOS MEGA QUESO 43G,77,40,28,0,0,17 inv,30 inv,0 inv,0 inv,0 inv,145,47,"$304,622",3151,301471,0,301471,230608,0,70863,23.5%,sin categoria,,COMERCIALICADORA NACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4038,Mani Moto X44g,90,40,11,0,0,-203 inv,21 inv,8 inv,0 inv,0 inv,141,-174,"$201,429",1429,200000,0,200000,155382,0,44618,22.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
779,SALERO REFISAL 130G,111,24,5,0,0,2 inv,37 inv,11 inv,0 inv,0 inv,140,50,"$322,000",0,322000,0,322000,143951,0,178049,55.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
34,Mantequilla Colanta Con Sal X125g,100,31,8,0,0,-5 inv,21 inv,2 inv,0 inv,0 inv,139,18,"$1,051,261",5294,1045967,0,1045967,718332,0,327635,31.3%,sin categoria,,COLANTA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1856,HELADO ARTESANAL DE MARACUYA X70G,92,28,12,0,0,37 inv,25 inv,8 inv,0 inv,0 inv,132,70,"$388,235",1471,386765,0,386765,264886,0,121879,31.5%,sin categoria,,HELADOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2248,Quatro 1.5 Litros,82,30,18,0,0,-11 inv,15 inv,-1 inv,0 inv,2 inv,130,5,"$600,840",35126,565715,0,565715,395648,0,170066,30.1%,3. Aguas Y Bebidas Sin Alcohol,,COCA COLA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1059,ACEITE OLEOCALI 500ML,114,15,1,0,0,-16 inv,5 inv,0 inv,0 inv,0 inv,130,-11,"$1,256,303",0,1256303,0,1256303,672568,0,583735,46.5%,sin categoria,,Mercado,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1775,GALLETA CON HELADO NAPOLITANO,63,48,19,0,0,40 inv,13 inv,10 inv,0 inv,0 inv,130,63,"$404,202",311,403891,0,403891,264154,0,139737,34.6%,sin categoria,,HELADOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
459,Fresh Citrus  1.5 L Jugo Del Valle,85,37,8,0,0,8 inv,15 inv,10 inv,0 inv,0 inv,130,33,"$546,218",9244,536975,0,536975,385169,0,151805,28.3%,3. Aguas Y Bebidas Sin Alcohol,,COCA COLA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
797,Detodito Natural 165g,91,22,15,0,0,20 inv,13 inv,2 inv,0 inv,0 inv,128,35,"$903,529",0,903529,0,903529,701952,0,201577,22.3%,sin categoria,,COMERCIALICADORA NACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
441,Kola Roman 1.5l,62,51,15,0,0,16 inv,17 inv,10 inv,0 inv,5 inv,128,48,"$666,891",14588,652302,0,652302,386653,0,265649,40.7%,3. Aguas Y Bebidas Sin Alcohol,,COCA COLA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4783,SALTIN NOEL TACO DIA,79,40,8,0,0,63 inv,32 inv,13 inv,0 inv,0 inv,127,108,"$298,824",1882,296941,0,296941,157103,0,139838,47.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3215,HELADO POLET COOKIES AND CREAM,61,37,29,0,0,22 inv,0 inv,1 inv,0 inv,0 inv,127,23,"$672,353",0,672353,0,672353,437281,0,235072,35.0%,Helados,,HELADOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1863,HELADO CASERO DE RON CON PASAS 60GR,68,29,28,0,0,47 inv,14 inv,13 inv,0 inv,0 inv,125,74,"$273,109",1092,272017,0,272017,186607,0,85409,31.4%,Helados,,HELADOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2223,Piña Oro Miel Xund,79,45,0,0,0,-7 inv,0 inv,0 inv,0 inv,0 inv,124,-7,"$1,328,500",7550,1320950,0,1320950,861745,0,459205,34.8%,Fruver,,FRUVER,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2790,Cebolla Cab Roja Xund,58,60,5,0,0,10 inv,0 inv,1 inv,0 inv,0 inv,123,11,"$108,600",0,108600,0,108600,53047,0,55553,51.2%,sin categoria,,FRUVER,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
438,Agua Brisa Pet 600ml,0,122,0,0,0,-13 inv,58 inv,0 inv,0 inv,0 inv,122,45,"$244,000",800,243200,0,243200,108863,0,134337,55.2%,3. Aguas Y Bebidas Sin Alcohol,,COCA COLA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3988,QUESO COLANTA BLANCO X 250G,86,35,1,0,0,8 inv,23 inv,2 inv,0 inv,0 inv,122,33,"$1,159,000",0,1159000,0,1159000,805200,0,353800,30.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
460,Schweppes Tonica 10 Oz,42,71,8,0,0,25 inv,14 inv,26 inv,0 inv,0 inv,121,65,"$305,042",0,305042,0,305042,245056,0,59987,19.7%,3. Aguas Y Bebidas Sin Alcohol,,COCA COLA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2176,Papaya Xund,82,39,0,0,0,-5 inv,0 inv,0 inv,0 inv,0 inv,121,-5,"$572,000",3000,569000,0,569000,361045,0,207955,36.5%,Fruver,,FRUVER,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
57,Galletas Sultanas 36.7 Gr,91,25,4,0,0,56 inv,28 inv,12 inv,0 inv,0 inv,120,96,"$131,092",3714,127378,0,127378,79350,0,48028,37.7%,4. Tortas Y Ponques,,NUTRESA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1541,VASO DE CARTON 6 OZ X 20UND.,84,26,10,0,0,-3 inv,9 inv,-2 inv,0 inv,0 inv,120,4,"$605,042",0,605042,0,605042,302521,0,302521,50.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
944,LECHE  ALPINA ENTERA BOLSA X 1100ML,79,31,9,0,0,34 inv,19 inv,0 inv,0 inv,0 inv,119,53,"$833,000",2100,830900,49000,781900,560400,0,221500,28.3%,sin categoria,,ALPINA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
10,HELADO CHOCOLISTO 50GR,49,70,0,0,0,9 inv,14 inv,0 inv,0 inv,0 inv,119,23,"$250,000",1891,248109,0,248109,112268,0,135841,54.8%,sin categoria,,HELADOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4358,Suero Costeño Alqueria,67,42,10,0,0,13 inv,11 inv,2 inv,0 inv,0 inv,119,26,"$560,000",4235,555764,0,555764,409122,0,146642,26.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
942,MANTEQUILLA ALPINA SIN SAL DE 125 G,62,50,7,0,0,35 inv,20 inv,6 inv,0 inv,0 inv,119,61,"$911,092",2269,908824,0,908824,749076,0,159748,17.6%,sin categoria,,ALPINA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
891,CREMA DE LECHE SEMIENTERA ALQUERIA DE 180GR,71,35,13,0,0,-3 inv,6 inv,2 inv,0 inv,0 inv,119,5,"$654,500",1650,652850,0,652850,485520,0,167330,25.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
454,Quatro Pet 400ml,47,63,8,0,0,20 inv,26 inv,9 inv,-13 inv,18 inv,118,60,"$255,832",8672,247160,0,247160,189719,0,57441,23.2%,3. Aguas Y Bebidas Sin Alcohol,,COCA COLA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1518,DEDITOS NESTLE X 3,50,44,24,0,0,-1 inv,15 inv,6 inv,0 inv,0 inv,118,20,"$148,739",252,148487,0,148487,111518,0,36969,24.9%,sin categoria,,TIENDAS SAMARIA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2934,DOLEX GRIPA MULTISINTOMAS XPASTILLA,103,15,0,0,0,37 inv,42 inv,0 inv,0 inv,0 inv,118,79,"$177,000",1200,175800,0,175800,127373,0,48427,27.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
870,LECHE DESLACTOSADA CAJA 1 LITRO ALPINA,66,47,4,0,0,-16 inv,17 inv,-2 inv,0 inv,0 inv,117,-1,"$882,600",14220,868380,0,868380,638644,0,229736,26.5%,sin categoria,,ALPINA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1465,H2o Lima Limon X 600ml,70,41,6,0,0,-11 inv,0 inv,10 inv,0 inv,0 inv,117,-1,"$383,445",1311,382134,0,382134,194731,0,187403,49.0%,3. Aguas Y Bebidas Sin Alcohol,,POSTOBON,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
943,MANTEQUILLA ALPINA CON SAL 125 G,82,26,9,0,0,-1 inv,15 inv,2 inv,0 inv,0 inv,117,16,"$884,874",0,884874,0,884874,729897,0,154977,17.5%,sin categoria,,ALPINA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1774,Galleta Con Helado Arequipé,53,49,14,0,0,42 inv,1 inv,0 inv,0 inv,0 inv,116,43,"$360,672",311,360361,0,360361,235705,0,124656,34.6%,sin categoria,,HELADOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2002,MARLBORO ROJO X10,83,25,8,0,0,48 inv,16 inv,-1 inv,0 inv,0 inv,116,63,"$682,353",0,682353,0,682353,339196,0,343157,50.3%,sin categoria,,CIGARRILLOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1864,HELADO CASERO MORA,55,60,0,0,0,20 inv,24 inv,0 inv,0 inv,0 inv,115,44,"$251,260",655,250605,0,250605,171736,0,78869,31.5%,sin categoria,,HELADOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
865,QUESO CAMPESINO ALPINA,75,27,13,0,0,14 inv,14 inv,3 inv,0 inv,3 inv,115,34,"$1,495,000",0,1495000,0,1495000,1075949,0,419051,28.0%,sin categoria,,ALPINA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
811,DETODITO BBQ 165G,75,27,13,0,0,14 inv,14 inv,0 inv,0 inv,0 inv,115,28,"$821,429",2143,819286,0,819286,630660,0,188626,23.0%,sin categoria,,COMERCIALICADORA NACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1309,BARRILETE EXTRA,65,37,12,0,0,37 inv,35 inv,1 inv,0 inv,0 inv,114,73,"$57,479",0,57479,0,57479,20184,0,37295,64.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1829,Granadilla Xund,97,16,0,0,0,-2 inv,0 inv,0 inv,0 inv,0 inv,113,-2,"$345,400",2070,343330,0,343330,218279,0,125051,36.4%,sin categoria,,FRUVER,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2029,MARLBORO GOLD,76,34,3,0,0,48 inv,0 inv,0 inv,0 inv,0 inv,113,48,"$664,706",0,664706,0,664706,318800,0,345905,52.0%,sin categoria,,CIGARRILLOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1920,JP CHENET FIZZY MIMOSA 250ML,48,44,20,0,0,-4 inv,102 inv,9 inv,0 inv,0 inv,112,107,"$1,333,333",0,1333333,0,1333333,704087,0,629246,47.2%,sin categoria,,DISLICORES,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
858,Azucar Riopaila Blanca 500gr,76,29,3,0,0,28 inv,44 inv,4 inv,0 inv,0 inv,108,76,"$329,143",1829,327314,0,327314,188483,0,138831,42.4%,sin categoria,,ALROVILLA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1320,Ponque Ramo Tradicional X230g,74,19,15,0,0,18 inv,7 inv,3 inv,0 inv,0 inv,108,28,"$598,992",12202,586790,0,586790,446039,0,140751,24.0%,4. Tortas Y Ponques,,RAMO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1452,Soda Hatsu Frambuesa & Rosas X300ml,76,21,11,0,0,15 inv,-4 inv,3 inv,0 inv,0 inv,108,14,"$344,874",1597,343277,0,343277,211031,0,132247,38.5%,3. Aguas Y Bebidas Sin Alcohol,,POSTOBON,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2936,DOLEX TABLETA ACETAMINOFEM,46,62,0,0,0,75 inv,-16 inv,7 inv,0 inv,0 inv,108,66,"$129,600",0,129600,0,129600,73950,0,55650,42.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3492,Chocorramo Esquinas X50g,59,36,13,0,0,11 inv,4 inv,0 inv,0 inv,0 inv,108,15,"$290,420",2420,288000,0,288000,211231,0,76769,26.7%,4. Tortas Y Ponques,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
887,QUESO MOZARELLA 15TAJADAS ALPINA,79,20,9,0,0,10 inv,12 inv,1 inv,-1 inv,2 inv,108,24,"$1,717,200",11130,1706070,0,1706070,1231443,0,474627,27.8%,sin categoria,,ALPINA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
868,Leche Entera Alpina Caja Litro,49,50,8,0,0,26 inv,12 inv,-1 inv,0 inv,0 inv,107,37,"$830,700",2880,827820,0,827820,604870,0,222950,26.9%,sin categoria,,ALPINA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4173,PALETA ALOHA DE NARAJA,58,35,14,0,0,30 inv,11 inv,6 inv,0 inv,0 inv,107,47,"$197,815",370,197445,0,197445,121449,0,75996,38.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1467,Gaseosa Colombiana 1.5 Lt,67,30,9,0,0,87 inv,14 inv,24 inv,0 inv,4 inv,106,129,"$489,916",2773,487143,0,487143,304320,0,182823,37.5%,3. Aguas Y Bebidas Sin Alcohol,,POSTOBON,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1679,COLCAFE CLASICO 10G,83,20,3,0,0,44 inv,3 inv,15 inv,0 inv,0 inv,106,62,"$151,429",1000,150428,0,150428,93226,0,57203,38.0%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2495,HELADO VASO ALOHA KOLA,43,43,18,0,0,40 inv,12 inv,10 inv,0 inv,0 inv,104,62,"$436,975",1261,435714,0,435714,273077,0,162637,37.3%,sin categoria,,HELADOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1519,MORENITAS NESTLE X 3,46,27,30,0,0,20 inv,23 inv,-5 inv,0 inv,0 inv,103,38,"$129,832",2269,127563,0,127563,97643,0,29919,23.5%,sin categoria,,TIENDAS SAMARIA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1169,Cilantro 1500,37,66,0,0,0,-15 inv,0 inv,-1 inv,0 inv,0 inv,103,-16,"$123,600",120,123480,0,123480,39190,0,84290,68.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2035,MAYONESA FRUCO 120G,61,28,12,0,0,27 inv,15 inv,7 inv,0 inv,0 inv,101,49,"$297,059",0,297059,0,297059,194595,0,102464,34.5%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1024,Papas A La Francesa X500g Calypso,70,29,2,0,0,0 inv,-33 inv,-1 inv,0 inv,0 inv,101,-34,"$636,555",4412,632143,0,632143,373413,0,258730,40.9%,Congelados,,CALYPSO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1000,RAMA ESPARCIBLE BARRA 90GR,90,11,0,0,0,23 inv,20 inv,1 inv,0 inv,0 inv,101,44,"$322,521",0,322521,0,322521,125696,0,196826,61.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
963,AVENA ORIGINAL VASO ALPINA  250G,75,19,6,0,0,4 inv,5 inv,5 inv,0 inv,0 inv,100,14,"$336,134",9076,327059,0,327059,230016,0,97043,29.7%,sin categoria,,ALPINA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1544,GALLETA TOSH MIEL,68,30,2,0,0,26 inv,24 inv,8 inv,0 inv,0 inv,100,58,"$100,840",403,100437,0,100437,61791,0,38646,38.5%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2101,NATUCHIPS PLATANO VERDE DE 38 GR,70,13,17,0,0,-21 inv,25 inv,2 inv,0 inv,0 inv,100,6,"$210,084",1050,209034,0,209034,155671,0,53363,25.5%,sin categoria,,COMERCIALICADORA NACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4253,SALSA DE TOMATE FRUCO - 80G,78,22,0,0,0,7 inv,11 inv,1 inv,0 inv,0 inv,100,19,"$210,084",210,209874,2101,207773,110950,0,96823,46.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1064,Pan Bimbo Artesanal 500gr,72,21,6,0,0,15 inv,2 inv,5 inv,0 inv,1 inv,99,23,"$990,000",0,990000,0,990000,582621,0,407379,41.1%,Panadería,,BIMBO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3576,SAL DE FRUTAS NUEVA PRESENTACION,85,12,0,0,0,21 inv,42 inv,0 inv,0 inv,0 inv,97,63,"$436,500",450,436050,0,436050,243254,0,192796,44.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3817,HIELO INDURO,5,46,46,0,0,288 inv,-26 inv,0 inv,0 inv,0 inv,97,262,"$582,000",0,582000,0,582000,339500,0,242500,41.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
671,TRIDENT 5S MENTA 8.5G,73,17,7,0,0,43 inv,9 inv,7 inv,0 inv,0 inv,97,59,"$163,025",336,162689,0,162689,88887,0,73802,45.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3151,Fresh Citrus 400ml,54,38,5,0,0,4 inv,15 inv,14 inv,0 inv,0 inv,97,33,"$203,782",6933,196849,0,196849,133546,0,63303,32.2%,3. Aguas Y Bebidas Sin Alcohol,,COCA COLA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1331,Chocorramo Brownie Arequipe,68,12,16,0,0,9 inv,8 inv,1 inv,0 inv,0 inv,96,18,"$290,420",303,290118,0,290118,200256,0,89862,31.0%,4. Tortas Y Ponques,,RAMO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1464,H2o Limonata X 600 Ml,53,34,9,0,0,20 inv,0 inv,15 inv,0 inv,0 inv,96,35,"$314,622",1639,312983,0,312983,156663,0,156321,49.9%,3. Aguas Y Bebidas Sin Alcohol,,POSTOBON,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
825,CHEETOS NATURAL 40G,49,32,15,0,0,11 inv,15 inv,3 inv,0 inv,0 inv,96,29,"$201,681",1050,200630,0,200630,118272,0,82358,41.0%,sin categoria,,COMERCIALICADORA NACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
801,Natuchips Platano Maduro 135g,64,15,17,0,0,29 inv,12 inv,2 inv,0 inv,0 inv,96,43,"$605,042",630,604412,0,604412,478560,0,125852,20.8%,sin categoria,,COMERCIALICADORA NACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4258,Pan Blanco Actidefen X 350g,76,16,4,0,0,12 inv,2 inv,3 inv,0 inv,0 inv,96,17,"$624,000",3250,620750,0,620750,384329,0,236421,38.1%,Panadería,,BIMBO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4489,Chocogalleta Chocorramo X60g,58,26,11,0,0,17 inv,6 inv,1 inv,0 inv,0 inv,95,24,"$239,496",1008,238488,0,238488,164923,0,73565,30.8%,4. Tortas Y Ponques,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
621,NUCITA CREMA 14G,51,34,10,0,0,60 inv,21 inv,2 inv,0 inv,0 inv,95,83,"$79,832",84,79748,0,79748,45203,0,34545,43.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2020,Manzana Verde Xund,81,13,1,0,0,-3 inv,0 inv,-2 inv,0 inv,0 inv,95,-5,"$332,500",700,331800,0,331800,209000,0,122800,37.0%,sin categoria,,FRUVER,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1489,TOALLAS DE PAPEL FAMILIA PRACTI DIARIAS X 50 HOJAS,57,38,0,0,0,188 inv,77 inv,9 inv,0 inv,0 inv,95,274,"$439,076",0,439076,0,439076,128495,0,310581,70.7%,Aseo,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1650,Azucar Riopaila Morena X 500g,59,27,8,0,0,-46 inv,25 inv,0 inv,0 inv,0 inv,94,-21,"$313,333",1000,312333,0,312333,175177,0,137156,43.9%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
444,Gaseosa Sprite 1.5l,55,21,17,0,0,-16 inv,1 inv,8 inv,0 inv,5 inv,93,-2,"$390,756",5042,385714,0,385714,277902,0,107812,28.0%,3. Aguas Y Bebidas Sin Alcohol,,COCA COLA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
808,DETODITO MIX 165G,68,12,12,0,0,13 inv,10 inv,1 inv,0 inv,0 inv,92,24,"$657,143",714,656429,0,656429,504528,0,151901,23.1%,sin categoria,,COMERCIALICADORA NACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3896,JUMBO MANI X35G,47,28,17,0,0,138 inv,23 inv,8 inv,0 inv,0 inv,92,169,"$324,706",706,324000,0,324000,206745,0,117255,36.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2317,SALSA DE TOMATE FRUCO 120 G,60,17,14,0,0,26 inv,6 inv,1 inv,0 inv,0 inv,91,33,"$267,647",0,267647,5882,261765,171718,0,90047,34.4%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4795,COMA PANCITOS MANTEQUILLA X 20 UND,62,24,5,0,0,1 inv,5 inv,1 inv,0 inv,0 inv,91,7,"$500,500",7150,493350,0,493350,332241,0,161109,32.7%,Panadería,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
804,MARGARITA NATURAL 105G,63,18,10,0,0,13 inv,4 inv,1 inv,0 inv,0 inv,91,18,"$611,765",0,611765,0,611765,421239,0,190526,31.1%,sin categoria,,COMERCIALICADORA NACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2705,BOCADILLO PERSONAL DOÑA GUAYABA,19,54,17,0,0,101 inv,-99 inv,25 inv,0 inv,0 inv,90,27,"$72,000",160,71840,0,71840,37705,0,34135,47.5%,sin categoria,,DISAM,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1460,Jugo Hit De Mango X 500ml,53,28,9,0,0,13 inv,35 inv,14 inv,0 inv,22 inv,90,84,"$242,017",4571,237446,0,237446,139919,0,97527,41.1%,3. Aguas Y Bebidas Sin Alcohol,,POSTOBON,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
830,NATUCHIPS PLATANO MADURO 38G,44,30,16,0,0,52 inv,27 inv,3 inv,0 inv,0 inv,90,82,"$189,076",1891,187185,0,187185,142893,0,44292,23.7%,sin categoria,,COMERCIALICADORA NACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
765,MANI MEZCLA MIX NUECES 40G,58,19,13,0,0,35 inv,44 inv,25 inv,0 inv,0 inv,90,104,"$226,891",2269,224622,0,224622,167751,0,56871,25.3%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1466,Gaseosa Manzana Postobon 1.5 Lt,57,22,10,0,0,0 inv,13 inv,11 inv,-19 inv,25 inv,89,30,"$373,950",13866,360084,8403,351681,235143,0,116537,33.1%,3. Aguas Y Bebidas Sin Alcohol,,POSTOBON,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
803,NATUCHIP PLATANO VERDE 135G,71,12,6,0,0,-3 inv,20 inv,3 inv,0 inv,0 inv,89,20,"$560,924",0,560924,6303,554622,438680,0,115942,20.9%,sin categoria,,COMERCIALICADORA NACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
824,MARGARITA LIMON 36G,55,22,11,0,0,18 inv,18 inv,1 inv,0 inv,0 inv,88,37,"$184,874",1260,183613,2101,181513,138656,0,42857,23.6%,sin categoria,,COMERCIALICADORA NACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
